source_entity_ref,trace_id,query,response,total_latency_ms,token_count,voice_score,policy_pass,timestamp,steps_json
agent://prior-authorization-agent,trace-agent-synth-002-d041-t008,What are the recommended follow-up actions?,The latest results indicate normal ranges for most markers...,1162,1987,0.845,false,2026-06-13T03:39:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 189, ""status"": ""success""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 973, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d041-t009,What clinical trials is this patient eligible for?,"Based on the analysis, the patient shows moderate risk...",1922,1485,0.829,false,2026-06-13T02:49:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 781, ""status"": ""success""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 102, ""status"": ""success""}, {""tool"": ""CPT Lookup"", ""latency_ms"": 1039, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d041-t010,Analyze the imaging findings from today's scan,No significant interactions found with the current regimen...,2261,896,0.817,true,2026-06-13T02:29:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 783, ""status"": ""success""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 669, ""status"": ""success""}, {""tool"": ""CPT Lookup"", ""latency_ms"": 130, ""status"": ""success""}, {""tool"": ""Appeal Generator"", ""latency_ms"": 679, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d041-t011,Review the prior authorization status,"Imaging analysis complete, no significant abnormalities detected...",1743,1046,0.821,true,2026-06-13T02:19:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 1110, ""status"": ""success""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 633, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d041-t012,Summarize the latest lab results,The latest results indicate normal ranges for most markers...,1701,514,0.875,true,2026-06-12T21:42:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 630, ""status"": ""success""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 756, ""status"": ""success""}, {""tool"": ""CPT Lookup"", ""latency_ms"": 315, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d041-t013,What are the recommended follow-up actions?,Prior authorization approved for the requested procedure...,2296,1700,0.873,true,2026-06-13T06:21:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 1116, ""status"": ""success""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 790, ""status"": ""success""}, {""tool"": ""CPT Lookup"", ""latency_ms"": 390, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d041-t014,Generate a discharge summary draft,Found 3 matching trials based on inclusion criteria...,2660,1480,0.902,true,2026-06-13T02:32:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 171, ""status"": ""error""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 879, ""status"": ""success""}, {""tool"": ""CPT Lookup"", ""latency_ms"": 1003, ""status"": ""success""}, {""tool"": ""Appeal Generator"", ""latency_ms"": 607, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d041-t015,What are the recommended follow-up actions?,Draft summary generated with key findings and recommendations...,2819,1218,0.819,true,2026-06-12T23:54:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 495, ""status"": ""success""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 837, ""status"": ""success""}, {""tool"": ""CPT Lookup"", ""latency_ms"": 661, ""status"": ""success""}, {""tool"": ""Appeal Generator"", ""latency_ms"": 826, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d041-t016,What clinical trials is this patient eligible for?,Draft summary generated with key findings and recommendations...,3471,1786,0.851,true,2026-06-13T01:33:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 1081, ""status"": ""success""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 666, ""status"": ""success""}, {""tool"": ""CPT Lookup"", ""latency_ms"": 970, ""status"": ""success""}, {""tool"": ""Appeal Generator"", ""latency_ms"": 754, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d041-t017,What is the patient's current risk level?,Draft summary generated with key findings and recommendations...,2204,1825,0.829,true,2026-06-13T03:58:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 565, ""status"": ""success""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 1176, ""status"": ""success""}, {""tool"": ""CPT Lookup"", ""latency_ms"": 463, ""status"": ""error""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d042-t000,Generate a discharge summary draft,"Based on the analysis, the patient shows moderate risk...",1009,1215,0.874,true,2026-06-14T05:25:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 423, ""status"": ""success""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 471, ""status"": ""success""}, {""tool"": ""CPT Lookup"", ""latency_ms"": 115, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d042-t001,What clinical trials is this patient eligible for?,No significant interactions found with the current regimen...,649,1325,0.86,true,2026-06-14T03:33:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 649, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d042-t002,Generate a discharge summary draft,"Based on the analysis, the patient shows moderate risk...",1239,1926,0.897,true,2026-06-14T05:07:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 699, ""status"": ""success""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 540, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d042-t003,Summarize the latest lab results,"Based on the analysis, the patient shows moderate risk...",1635,1143,0.868,true,2026-06-14T03:14:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 396, ""status"": ""success""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 496, ""status"": ""success""}, {""tool"": ""CPT Lookup"", ""latency_ms"": 76, ""status"": ""success""}, {""tool"": ""Appeal Generator"", ""latency_ms"": 667, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d042-t004,What are the recommended follow-up actions?,"Imaging analysis complete, no significant abnormalities detected...",2726,1096,0.806,true,2026-06-13T22:26:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 867, ""status"": ""success""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 892, ""status"": ""success""}, {""tool"": ""CPT Lookup"", ""latency_ms"": 967, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d042-t005,Summarize the latest lab results,Prior authorization approved for the requested procedure...,1577,1041,0.867,true,2026-06-14T00:41:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 483, ""status"": ""success""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 679, ""status"": ""success""}, {""tool"": ""CPT Lookup"", ""latency_ms"": 132, ""status"": ""success""}, {""tool"": ""Appeal Generator"", ""latency_ms"": 283, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d042-t006,What is the patient's current risk level?,The latest results indicate normal ranges for most markers...,1162,642,0.9,true,2026-06-14T05:09:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 1162, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d042-t007,Analyze the imaging findings from today's scan,Found 3 matching trials based on inclusion criteria...,3304,1658,0.81,true,2026-06-13T20:11:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 744, ""status"": ""error""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 894, ""status"": ""success""}, {""tool"": ""CPT Lookup"", ""latency_ms"": 990, ""status"": ""success""}, {""tool"": ""Appeal Generator"", ""latency_ms"": 676, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d042-t008,Review the prior authorization status,Draft summary generated with key findings and recommendations...,586,1415,0.846,true,2026-06-14T04:12:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 108, ""status"": ""success""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 478, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d042-t009,Analyze the imaging findings from today's scan,"Based on the analysis, the patient shows moderate risk...",1201,880,0.855,true,2026-06-14T03:33:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 598, ""status"": ""error""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 603, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d042-t010,Check for drug interactions with current medications,Found 3 matching trials based on inclusion criteria...,2738,827,0.805,true,2026-06-14T02:55:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 588, ""status"": ""success""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 796, ""status"": ""success""}, {""tool"": ""CPT Lookup"", ""latency_ms"": 205, ""status"": ""success""}, {""tool"": ""Appeal Generator"", ""latency_ms"": 1149, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d042-t011,Generate a discharge summary draft,The latest results indicate normal ranges for most markers...,409,1725,0.874,true,2026-06-14T02:59:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 409, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d042-t012,What is the patient's current risk level?,"Imaging analysis complete, no significant abnormalities detected...",1683,1920,0.875,true,2026-06-13T23:58:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 840, ""status"": ""success""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 843, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d042-t013,What are the recommended follow-up actions?,Draft summary generated with key findings and recommendations...,1039,561,0.815,false,2026-06-14T05:04:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 1039, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d042-t014,Generate a discharge summary draft,"Imaging analysis complete, no significant abnormalities detected...",772,1894,0.874,true,2026-06-13T20:31:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 772, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d042-t015,Generate a discharge summary draft,"Based on the analysis, the patient shows moderate risk...",1819,1172,0.838,true,2026-06-14T04:46:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 861, ""status"": ""success""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 90, ""status"": ""success""}, {""tool"": ""CPT Lookup"", ""latency_ms"": 868, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d042-t016,What clinical trials is this patient eligible for?,Recommended follow-up includes lab work in 2 weeks...,2403,1425,0.867,false,2026-06-14T00:56:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 1027, ""status"": ""success""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 358, ""status"": ""success""}, {""tool"": ""CPT Lookup"", ""latency_ms"": 1018, ""status"": ""error""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d042-t017,Generate a discharge summary draft,Draft summary generated with key findings and recommendations...,732,1046,0.801,true,2026-06-14T00:15:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 732, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d042-t018,What are the recommended follow-up actions?,"Based on the analysis, the patient shows moderate risk...",2392,1261,0.844,true,2026-06-13T20:35:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 976, ""status"": ""success""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 381, ""status"": ""success""}, {""tool"": ""CPT Lookup"", ""latency_ms"": 1035, ""status"": ""error""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d042-t019,What are the recommended follow-up actions?,Found 3 matching trials based on inclusion criteria...,2884,1323,0.9,true,2026-06-14T01:09:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 1026, ""status"": ""success""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 157, ""status"": ""success""}, {""tool"": ""CPT Lookup"", ""latency_ms"": 630, ""status"": ""success""}, {""tool"": ""Appeal Generator"", ""latency_ms"": 1071, ""status"": ""error""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d043-t000,What is the patient's current risk level?,"Imaging analysis complete, no significant abnormalities detected...",1139,1001,0.903,true,2026-06-14T20:38:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 451, ""status"": ""success""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 688, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d043-t001,What clinical trials is this patient eligible for?,No significant interactions found with the current regimen...,616,1448,0.853,true,2026-06-15T05:41:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 616, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d043-t002,What is the patient's current risk level?,"Based on the analysis, the patient shows moderate risk...",1444,1168,0.84,true,2026-06-14T20:07:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 1039, ""status"": ""success""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 405, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d043-t003,Check for drug interactions with current medications,"Based on the analysis, the patient shows moderate risk...",1086,1559,0.948,true,2026-06-15T00:08:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 195, ""status"": ""success""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 891, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d043-t004,Review the prior authorization status,Draft summary generated with key findings and recommendations...,1138,614,0.875,true,2026-06-15T00:33:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 1138, ""status"": ""error""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d043-t005,Review the prior authorization status,Prior authorization approved for the requested procedure...,2241,1967,0.801,true,2026-06-15T04:18:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 408, ""status"": ""success""}, {""tool"": ""Documentation Extractor"", ""latency_ms"": 625, ""status"": ""success""}, {""tool"": ""CPT Lookup"", ""latency_ms"": 820, ""status"": ""success""}, {""tool"": ""Appeal Generator"", ""latency_ms"": 388, ""status"": ""success""}]"
agent://prior-authorization-agent,trace-agent-synth-002-d043-t006,Check for drug interactions with current medications,Found 3 matching trials based on inclusion criteria...,649,1495,0.842,true,2026-06-14T23:33:00Z,"[{""tool"": ""Payer Portal"", ""latency_ms"": 649, ""status"": ""success""}]"
